window,tau_dynamic_range_p95_p5,clip_rate,shock_p99_9,tau_min,tau_max
250,5.9452757236179385,0.1492856905114996,9.36489918453951,1.9756288905263748,192.04087222476716
1000,4.312077180935224,0.15818360689690883,9.940145443003448,4.525817162675186,121.3878442737205
4000,2.9700294823345,0.16788133492658347,10.868796939726323,9.927207994328494,91.6518313151534
16000,2.097833904595237,0.17099371497775984,12.098238166183345,12.950233346426678,56.60591791105822
