lr,rmsprop_peak,adam_peak,snomd_peak,ogd_peak
0.0001,4.964764089678763,4.864146081430535,5.0097381878327765,4.905654859732163
0.0003,4.801745064564523,4.656924721130032,5.004218454266132,4.8520896955356445
0.001,4.943630121791243,3.814932356468696,4.979088922977248,4.860309760151377
0.003,4.001291914526434,2.8118590329187065,4.9179326671756165,4.779353981211115
0.01,3.0232228953552913,2.4419028125684026,4.889901976167161,21.119628388064186
0.03,5.7752797684245785,8.223115327012394,4.958028517409534,33674966436.15527
0.1,42.71994812025409,83.67475614264738,4.956792440857834,3.582713739210418e+76
0.3,363.4858775760504,787.1647553356047,4.825204829218932,7.51334396633349e+297
1.0,4014.285514883186,9156.242015893797,4.341983125303104,9.999999999999992e+299
