method,mean_r2,std_r2,min_r2,max_r2
ogd,0.03135500738396757,0.030731983720655505,-0.02181504609930096,0.05722722710688011
robust_omd[median_of_means],-39.45717745771357,87.19288703142259,-195.42323950355686,0.10442623856650879
robust_omd[trimmed_mean],-39.788840557348905,87.74211996489342,-196.73487307404318,0.08913951597343306
adaptive_clip,-89.26644441193301,198.177255454247,-443.769858224849,0.09053507601159605
robust_omd[catoni],-2270.015817134056,5074.2336067315,-11347.0804788067,0.10516195231044789
