protocol,window_idx,window,kind,lr,M,P,weighted_r2,diverged,n_steps,n_bind,bind_rate,r_p50,r_p90,r_p99,r_max,disp_mean,disp_max
per-row,2,"[150,270)",grid,4.0,4.0,16.0,0.07245956609482151,false,150000,3040,0.020266666666666665,0.7212956406925726,2.167650625901166,5.038069257517417,396.6867980585471,0.020447929817701122,11.31370849898476
per-row,2,"[150,270)",grid,4.0,8.0,32.0,-0.8623589465780506,true,150000,326,0.0021733333333333335,0.7271536401817615,2.167701352216772,4.877734870928757,396.6867980585471,0.021969905284618476,22.62741699796952
per-row,2,"[150,270)",grid,4.0,16.0,64.0,-5.774232142419005,true,150000,67,0.00044666666666666666,0.7270659376960752,2.169874257781482,4.876775531458539,648.748763127325,0.023766069422568738,45.25483399593904
per-row,2,"[150,270)",grid,8.0,0.5,4.0,0.22251664889004508,false,150000,86813,0.5787533333333333,0.6277519596680716,2.309771804952992,6.308686918140262,396.686798058547,0.015991771675129152,4.0
per-row,2,"[150,270)",grid,8.0,1.0,8.0,0.17233591365715462,false,150000,50831,0.33887333333333336,0.6549484942691244,2.259060006647924,6.009930202296234,800.0964869484898,0.025685211069673,8.0
per-row,2,"[150,270)",grid,8.0,2.0,16.0,-0.015633352933930755,true,150000,18037,0.12024666666666667,0.6959197254112077,2.184253505067483,5.480453006881756,800.0964869484899,0.03520716454231772,11.31370849898476
per-row,2,"[150,270)",grid,8.0,4.0,32.0,-1.043195179690953,true,150000,3119,0.020793333333333334,0.7163035607654749,2.168976189685794,5.121306767632255,800.0964869484899,0.041081283247720944,22.62741699796952
per-row,2,"[150,270)",grid,8.0,8.0,64.0,-5.35268182773215,true,150000,434,0.0028933333333333333,0.7187945696891553,2.1694791587477624,5.080221998317306,800.0964869484899,0.044515169492787936,45.25483399593904
per-row,2,"[150,270)",grid,8.0,16.0,128.0,-27.801744438820688,true,150000,116,0.0007733333333333333,0.7193561897292884,2.162929459876651,5.121571646903558,1299.627430447986,0.04904052646670662,90.50966799187808
per-row,2,"[150,270)",published,2.0,5.0,10.0,0.20361045131338884,false,150000,1548,0.01032,0.7190116304992666,2.1763296242943047,5.042256258658153,194.98195361357566,0.010432634497449465,7.071067811865475
per-row,2,"[150,270)",matched,3.0,2.0,6.0,0.2666847730114241,false,150000,18101,0.12067333333333333,0.6879387604251372,2.200241570021318,5.6798570896432725,295.8343758360615,0.013116228623867325,4.242640687119285
per-row,3,"[300,420)",grid,0.5,0.5,0.25,0.05023360415728628,false,150000,83311,0.5554066666666667,0.5902305133476848,2.363243540667219,6.840863988734006,54.38167334232597,0.0009855192749317833,0.25
per-row,3,"[300,420)",grid,0.5,1.0,0.5,0.09107192641287787,false,150000,47623,0.31748666666666664,0.5966814239216107,2.3427279867472426,6.7667847446235125,51.956436303278785,0.001554326500894318,0.49999999999999994
per-row,3,"[300,420)",grid,0.5,2.0,1.0,0.13912053501735366,false,150000,18816,0.12544,0.6223656377857977,2.295241076377614,6.5175088465091084,47.64105919467907,0.002120758705492357,0.7071067811865475
per-row,3,"[300,420)",grid,0.5,4.0,2.0,0.174802459468976,false,150000,4538,0.030253333333333333,0.6485111439926088,2.2630467908117406,6.031439664278519,47.64105919467907,0.0025021956126511833,1.414213562373095
per-row,3,"[300,420)",grid,0.5,8.0,4.0,0.15980767744043445,false,150000,544,0.0036266666666666665,0.6587452686178169,2.267184685096268,5.721967162340878,50.31620806564156,0.002668406378706528,2.82842712474619
per-row,3,"[300,420)",grid,0.5,16.0,8.0,-0.05493178934183973,false,150000,42,0.00028,0.6602430633152176,2.2656941342784047,5.702861779565929,125.94954474123402,0.0028133563517742078,5.65685424949238
per-row,3,"[300,420)",grid,1.0,0.5,0.5,0.0863764949438246,false,150000,82967,0.5531133333333333,0.5857313847896674,2.362570445753188,6.881952251079104,53.391727693095135,0.0019729747579426576,0.5
per-row,3,"[300,420)",grid,1.0,1.0,1.0,0.14206532999142762,false,150000,47652,0.31768,0.6006929953503577,2.330179361822153,6.806703360576248,108.19337026910297,0.003121100923507226,0.9999999999999999
per-row,3,"[300,420)",grid,1.0,2.0,2.0,0.20284901204017758,false,150000,18597,0.12398,0.6344146452125086,2.263048461687793,6.429704540392113,108.19337026910297,0.004273531594399585,1.414213562373095
per-row,3,"[300,420)",grid,1.0,4.0,4.0,0.22995671816839836,false,150000,4186,0.027906666666666666,0.6667305712475056,2.2328500540446483,5.817866592026895,108.19337026910297,0.0050383670864632985,2.82842712474619
per-row,3,"[300,420)",grid,1.0,8.0,8.0,0.11647585257896798,false,150000,475,0.0031666666666666666,0.6780678528870401,2.2335100870394116,5.516929110156379,108.19337026910297,0.005420751250613189,5.65685424949238
per-row,3,"[300,420)",grid,1.0,16.0,16.0,-0.6949794909731868,true,150000,36,0.00024,0.6794430562168046,2.236269563239225,5.4924277498128555,256.3730521321809,0.005751071908282671,11.31370849898476
per-row,3,"[300,420)",grid,2.0,0.5,1.0,0.1344834741812777,false,150000,82868,0.5524533333333334,0.5853559928138578,2.3619178765566007,6.938547072037087,108.193370269103,0.003949435860889971,1.0
per-row,3,"[300,420)",grid,2.0,1.0,2.0,0.19523884106558786,false,150000,47754,0.31836,0.6034416166465817,2.318710015526781,6.783896305875994,229.29799241795092,0.006257801422867475,1.9999999999999998
per-row,3,"[300,420)",grid,2.0,2.0,4.0,0.25304416393840945,false,150000,18334,0.12222666666666666,0.6480623020839291,2.2397953853955572,6.317111539892899,229.29799241795092,0.008604959994270288,2.82842712474619
per-row,3,"[300,420)",grid,2.0,4.0,8.0,0.21635810524352328,false,150000,3868,0.025786666666666666,0.6811377514715523,2.206315484826421,5.675042167152296,229.29799241795092,0.010140896416794278,5.65685424949238
per-row,3,"[300,420)",grid,2.0,8.0,16.0,-0.2553449808703252,false,150000,440,0.0029333333333333334,0.692199973426282,2.2100312629559355,5.431234143715923,229.29799241795092,0.010976018679257064,11.31370849898476
per-row,3,"[300,420)",grid,2.0,16.0,32.0,-3.816301265707007,true,150000,51,0.00034,0.6937012545224617,2.201894289550052,5.427797324704666,517.2200669140743,0.011842191845092706,22.62741699796952
per-row,3,"[300,420)",grid,4.0,0.5,2.0,0.18128436144796978,false,150000,82934,0.5528933333333333,0.584042346642737,2.3598081721887145,6.958811320918714,229.29799241795092,0.007905705304249628,2.0
per-row,3,"[300,420)",grid,4.0,1.0,4.0,0.21069345859942445,false,150000,47928,0.31952,0.6095406248590254,2.3063790492721687,6.74636897342944,471.5072367156467,0.012531151104686788,3.9999999999999996
per-row,3,"[300,420)",grid,4.0,2.0,8.0,0.19485164734250204,false,150000,18124,0.12082666666666667,0.6563276523059943,2.22405004053031,6.283449350172478,471.5072367156467,0.017231853500164918,5.65685424949238
per-row,3,"[300,420)",grid,4.0,4.0,16.0,-0.1250424441629281,false,150000,3887,0.025913333333333333,0.6844592229645903,2.1957399247316567,5.774540722638939,471.5072367156467,0.020337910886191104,11.31370849898476
per-row,3,"[300,420)",grid,4.0,8.0,32.0,-1.9696164666458653,true,150000,512,0.0034133333333333333,0.688590368854952,2.2031318356397844,5.658782729134966,471.5072367156467,0.02219740508026145,22.62741699796952
per-row,3,"[300,420)",grid,4.0,16.0,64.0,-14.876542293852093,true,150000,77,0.0005133333333333333,0.6933401523014718,2.1895523015963003,5.571086533108112,1038.914096477861,0.02435371795270179,45.25483399593904
per-row,3,"[300,420)",grid,8.0,0.5,4.0,0.1816841927606515,false,150000,83273,0.5551533333333334,0.5875703983483109,2.3539829325667663,6.966947985640467,471.50723671564674,0.01578327916045283,4.0
per-row,3,"[300,420)",grid,8.0,1.0,8.0,0.03651121019618353,false,150000,48221,0.32147333333333333,0.6180668280508819,2.2988685814417957,6.694912055716777,955.925725311038,0.025153447775138647,7.999999999999999
per-row,3,"[300,420)",grid,8.0,2.0,16.0,-0.3153120116809911,true,150000,18131,0.12087333333333333,0.6512918070046168,2.2312979829265394,6.386428377764759,955.925725311038,0.034279335191755925,11.31370849898476
per-row,3,"[300,420)",grid,8.0,4.0,32.0,-1.8749127796899265,true,150000,4448,0.029653333333333334,0.6609135149119418,2.2180895005416814,6.156436032013612,955.925725311038,0.04055636361659641,22.62741699796952
per-row,3,"[300,420)",grid,8.0,8.0,64.0,-9.090984562671721,true,150000,768,0.00512,0.6573504083141006,2.2166694859572402,6.321039588542938,955.925725311038,0.04485499444296654,45.25483399593904
per-row,3,"[300,420)",grid,8.0,16.0,128.0,-57.053750680520096,true,150000,147,0.00098,0.6640387935805172,2.197369937138591,6.330461324068184,2082.3021556054355,0.04970871165125546,90.50966799187808
per-row,3,"[300,420)",published,2.0,5.0,10.0,0.1421500404111612,false,150000,2050,0.013666666666666667,0.6863343632613197,2.205943177763186,5.5634941183952025,229.29799241795092,0.010447220452639218,7.071067811865475
per-row,3,"[300,420)",matched,3.0,2.0,6.0,0.24520054057095275,false,150000,18227,0.12151333333333333,0.6539877418081468,2.22767017042596,6.272153805646873,350.4026145667988,0.012918476522289054,4.242640687119285
per-row,4,"[450,570)",grid,0.5,0.5,0.25,0.062280522227633694,false,150000,88199,0.5879933333333334,0.64602753021303,2.3076706153262863,5.764780522275238,33.3290960634522,0.001001308445503428,0.25
per-row,4,"[450,570)",grid,0.5,1.0,0.5,0.100624380349145,false,150000,51016,0.34010666666666667,0.6474444694839223,2.297840524307209,5.790477463365554,32.37412039302647,0.001578496532976981,0.5
per-row,4,"[450,570)",grid,0.5,2.0,1.0,0.14360235883123262,false,150000,19036,0.12690666666666667,0.6649774540778066,2.2667472513721174,5.671637338839247,32.11502447723239,0.0021459284367423633,0.7071067811865475
per-row,4,"[450,570)",grid,0.5,4.0,2.0,0.16804071129119225,false,150000,3528,0.02352,0.6822195710869281,2.2406734011153424,5.379539224737572,30.650049840986597,0.0024796562338079507,1.414213562373095
per-row,4,"[450,570)",grid,0.5,8.0,4.0,0.15419339800614773,false,150000,336,0.00224,0.6901860641710522,2.241271569389263,5.2274666252704804,27.26510507717227,0.0026100024598396487,2.82842712474619
per-row,4,"[450,570)",grid,0.5,16.0,8.0,0.03681397592025548,false,150000,22,0.00014666666666666666,0.6923435204638155,2.235015964003434,5.201921929659595,29.60900291335619,0.0027178820862857117,5.65685424949238
per-row,4,"[450,570)",grid,1.0,0.5,0.5,0.10045043957971589,false,150000,87586,0.5839066666666667,0.6397366533248056,2.312045947014626,5.845845558404744,32.123361658314934,0.0019913670037849866,0.5
per-row,4,"[450,570)",grid,1.0,1.0,1.0,0.15462878359083898,false,150000,50789,0.33859333333333336,0.6472266613356945,2.2952493229940147,5.868501751102716,36.77226342018213,0.003157673842570462,1.0
per-row,4,"[450,570)",grid,1.0,2.0,2.0,0.20888174164282147,false,150000,18762,0.12508,0.6732983464439851,2.2387152520289204,5.651671792004238,37.37877436321188,0.004311270831523333,1.414213562373095
per-row,4,"[450,570)",grid,1.0,4.0,4.0,0.228595415295896,false,150000,3279,0.02186,0.698935054911139,2.2164335754732116,5.242207702953477,35.30776718239291,0.004979444526228215,2.82842712474619
per-row,4,"[450,570)",grid,1.0,8.0,8.0,0.16591626389673686,false,150000,286,0.0019066666666666668,0.7066899425898425,2.213789905294982,5.043504989095759,31.01509607761035,0.005250696926075301,5.65685424949238
per-row,4,"[450,570)",grid,1.0,16.0,16.0,-0.20991222259814513,false,150000,23,0.00015333333333333334,0.7087219915450615,2.212217069646362,5.0126046399693625,61.05781373919126,0.005499913730576268,11.31370849898476
per-row,4,"[450,570)",grid,2.0,0.5,1.0,0.1530228303987371,false,150000,87194,0.5812933333333333,0.636064447838365,2.3160417365933625,5.907676626863748,36.31178696525759,0.00397383107382691,1.0
per-row,4,"[450,570)",grid,2.0,1.0,2.0,0.21363722988453515,false,150000,50685,0.3379,0.647792553183662,2.2852359473474184,5.94006483445857,54.251000966248846,0.006330999117986216,2.0
per-row,4,"[450,570)",grid,2.0,2.0,4.0,0.2633997994929316,false,150000,18377,0.12251333333333334,0.6850413577626225,2.2167837963455796,5.637783592060915,54.251000966248846,0.008687637872703241,2.82842712474619
per-row,4,"[450,570)",grid,2.0,4.0,8.0,0.23935527774277532,false,150000,3055,0.02036666666666667,0.7148916151515058,2.1871385638026544,5.102784616824843,54.251000966248846,0.010039997222365177,5.65685424949238
per-row,4,"[450,570)",grid,2.0,8.0,16.0,-0.015339042217139776,false,150000,261,0.00174,0.7221468607292519,2.188482670732485,4.875679149400712,60.18123754539157,0.010607387723917571,11.31370849898476
per-row,4,"[450,570)",grid,2.0,16.0,32.0,-1.3270667844588608,true,150000,27,0.00018,0.7242162892910101,2.1905771880514333,4.866781870416088,123.95543539086135,0.011183248155317842,22.62741699796952
per-row,4,"[450,570)",grid,4.0,0.5,2.0,0.20693355301528416,false,150000,87192,0.58128,0.6342736739714984,2.3132902558398776,6.048321405315226,54.251000966248846,0.007960249810078325,2.0
per-row,4,"[450,570)",grid,4.0,1.0,4.0,0.24622426237633865,false,150000,50932,0.33954666666666666,0.654420701955992,2.269329328340342,5.943188175992778,100.72281074352588,0.01277861972581749,4.0
per-row,4,"[450,570)",grid,4.0,2.0,8.0,0.24567970034699227,false,150000,18167,0.12111333333333334,0.694010394979321,2.1979333581089344,5.547125180655204,100.72281074352588,0.01747550433811528,5.65685424949238
per-row,4,"[450,570)",grid,4.0,4.0,16.0,-0.0023996144970266364,false,150000,2976,0.01984,0.7216991052568177,2.180864445035224,4.99459294548089,100.72281074352588,0.020298131882036437,11.31370849898476
per-row,4,"[450,570)",grid,4.0,8.0,32.0,-1.120272545826313,true,150000,235,0.0015666666666666667,0.7260108441214674,2.18311312291195,4.844250871346675,122.202283003262,0.02155519988953347,22.62741699796952
per-row,4,"[450,570)",grid,4.0,16.0,64.0,-6.855436194414521,true,150000,40,0.0002666666666666667,0.7277433504777182,2.1767122847917175,4.7963613928884765,249.75067869420153,0.0230450842959475,45.25483399593904
per-row,4,"[450,570)",grid,8.0,0.5,4.0,0.22929480503267474,false,150000,87548,0.5836533333333334,0.6367046998441444,2.297842627750377,6.054282138363658,100.72281074352588,0.016041528935118343,4.0
per-row,4,"[450,570)",grid,8.0,1.0,8.0,0.15022842765914857,false,150000,51305,0.34203333333333336,0.6641413775203175,2.2540932038273245,5.842199449371585,193.6664302980798,0.025788250324804213,8.0
per-row,4,"[450,570)",grid,8.0,2.0,16.0,-0.08943581994782002,true,150000,18121,0.12080666666666667,0.6994280888406252,2.1951937452058514,5.324920292102405,193.6664302980798,0.0352877951288572,11.31370849898476
per-row,4,"[450,570)",grid,8.0,4.0,32.0,-1.203449631533,true,150000,2929,0.019526666666666668,0.7197194843774812,2.18100316326217,4.900548814196949,193.6664302980798,0.040803493945129075,22.62741699796952
per-row,4,"[450,570)",grid,8.0,8.0,64.0,-5.9086431998077185,true,150000,297,0.00198,0.7222266601909169,2.1808983761050356,4.845280229753473,246.2443739190028,0.04369539701225767,45.25483399593904
per-row,4,"[450,570)",grid,8.0,16.0,128.0,-30.001097869043416,true,150000,61,0.00040666666666666667,0.7258458429663277,2.1746149040434486,4.838509093427149,501.3411653008819,0.047301103619987274,90.50966799187808
per-row,4,"[450,570)",published,2.0,5.0,10.0,0.19715319010674248,false,150000,1495,0.009966666666666667,0.7186438314661201,2.1872516886319353,4.991830168851671,54.251000966248846,0.01026501565159641,7.071067811865475
per-row,4,"[450,570)",matched,3.0,2.0,6.0,0.2656603719474899,false,150000,18175,0.12116666666666667,0.6896552254265709,2.2040728310087445,5.572119448584083,77.48690585488733,0.013085755715961808,4.242640687119285
per-row,5,"[600,720)",grid,0.5,0.5,0.25,0.0769050318991219,false,150000,85357,0.5690466666666667,0.6157020569795493,2.3498571040606295,6.087285764080377,33.611802438240126,0.0009764527913934934,0.25
per-row,5,"[600,720)",grid,0.5,1.0,0.5,0.11270511664152227,false,150000,49991,0.3332733333333333,0.6214213158912909,2.3342627196168575,6.05733861078585,32.13532556456417,0.0015402681395522413,0.49999999999999994
per-row,5,"[600,720)",grid,0.5,2.0,1.0,0.1512982286479264,false,150000,19209,0.12806,0.6430724745095944,2.2901649072783927,5.917691043549248,32.112849472013906,0.0021017485405927755,0.7071067811865475
per-row,5,"[600,720)",grid,0.5,4.0,2.0,0.17171500930304295,false,150000,3835,0.025566666666666668,0.6661790246333938,2.2677855674479432,5.617850101192001,33.4218874401077,0.0024463768520088117,1.414213562373095
per-row,5,"[600,720)",grid,0.5,8.0,4.0,0.14934438101304737,false,150000,391,0.002606666666666667,0.6745589629009686,2.271993732534979,5.3621187662505605,32.963959479036525,0.002573484813148723,2.82842712474619
per-row,5,"[600,720)",grid,0.5,16.0,8.0,0.14155207265403924,false,150000,10,0.00006666666666666667,0.6753133107423874,2.2720830663034315,5.321588743092425,32.72712246382651,0.0025905474586861385,2.9226325414381393
per-row,5,"[600,720)",grid,1.0,0.5,0.5,0.11459943616510382,false,150000,84889,0.5659266666666667,0.61171856301794,2.358760156092353,6.119209150863418,30.9999088080719,0.0019523812131078254,0.5
per-row,5,"[600,720)",grid,1.0,1.0,1.0,0.16094639827677104,false,150000,49890,0.3326,0.6232359806039995,2.3351938220288964,6.121287128883851,32.63265757918586,0.0030912268911981863,0.9999999999999999
per-row,5,"[600,720)",grid,1.0,2.0,2.0,0.20647302747597163,false,150000,19027,0.12684666666666666,0.6515958991350463,2.2752601848474847,5.862545214632505,35.29784497018573,0.004225530645777397,1.414213562373095
per-row,5,"[600,720)",grid,1.0,4.0,4.0,0.21474792551474875,false,150000,3543,0.02362,0.6786548286668522,2.246399714739296,5.39008976206266,36.44923389579265,0.004928875591296965,2.82842712474619
per-row,5,"[600,720)",grid,1.0,8.0,8.0,0.12460658570032535,false,150000,320,0.0021333333333333334,0.6881234537885188,2.2537847021551296,5.127798092390658,36.61437817820096,0.005190485825985419,5.65685424949238
per-row,5,"[600,720)",grid,1.0,16.0,16.0,-0.33893606557693645,false,150000,15,0.0001,0.687548138580869,2.2506246767273774,5.122112758177507,32.24383499201813,0.005385175528380079,9.949917690674347
per-row,5,"[600,720)",grid,2.0,0.5,1.0,0.1605067493792971,false,150000,84739,0.5649266666666667,0.6076932744679644,2.3618027246907003,6.210807917850781,33.36871923306513,0.003907560089975525,1.0
per-row,5,"[600,720)",grid,2.0,1.0,2.0,0.2086276094426699,false,150000,49893,0.33262,0.6236941382473296,2.335430225060272,6.093226755280668,36.220868840685384,0.006203605601399536,1.9999999999999998
per-row,5,"[600,720)",grid,2.0,2.0,4.0,0.24521885245709274,false,150000,18875,0.12583333333333332,0.6626303111009736,2.258643107645952,5.715752181573521,36.665701978302536,0.008524198702183313,2.82842712474619
per-row,5,"[600,720)",grid,2.0,4.0,8.0,0.19914599311433734,false,150000,3319,0.022126666666666666,0.692656519212041,2.2253310301071876,5.174452776216388,37.59429582379406,0.009927234208104062,5.65685424949238
per-row,5,"[600,720)",grid,2.0,8.0,16.0,-0.12929202955481411,false,150000,269,0.0017933333333333334,0.6997740407656894,2.232488753205071,4.961416247178151,37.407522059083014,0.010470117339282208,11.31370849898476
per-row,5,"[600,720)",grid,2.0,16.0,32.0,-2.1063525949211503,true,150000,22,0.00014666666666666666,0.6994114703639764,2.229512006662844,5.012262058923209,58.40611492027006,0.010970743270016747,22.62741699796952
per-row,5,"[600,720)",grid,4.0,0.5,2.0,0.20241428033049103,false,150000,84448,0.5629866666666666,0.6045151171217237,2.369647648379406,6.177819171531999,36.52324231302051,0.00783431390292318,2.0
per-row,5,"[600,720)",grid,4.0,1.0,4.0,0.22006218974290837,false,150000,49936,0.3329066666666667,0.6281732606458958,2.331075271532005,5.992128276192784,48.90044086331641,0.012469313063061701,3.9999999999999996
per-row,5,"[600,720)",grid,4.0,2.0,8.0,0.1985642516695728,false,150000,18713,0.12475333333333333,0.670982456516322,2.246041392719122,5.552699933665681,48.90044086331641,0.01718961923327487,5.65685424949238
per-row,5,"[600,720)",grid,4.0,4.0,16.0,-0.07227819126161794,false,150000,3184,0.021226666666666668,0.6997934032694954,2.2210428747955935,5.091570941122086,48.90044086331641,0.02001212440621605,11.31370849898476
per-row,5,"[600,720)",grid,4.0,8.0,32.0,-1.5344349398819883,true,150000,248,0.0016533333333333333,0.7057983730590709,2.2198440592854385,4.907623443507979,63.868811228850255,0.02121130232506275,22.62741699796952
per-row,5,"[600,720)",grid,4.0,16.0,64.0,-9.397075090376175,true,150000,31,0.00020666666666666666,0.7059471011293967,2.2036054624317436,4.961701126170537,115.31699325410742,0.022359235402883933,45.25483399593904
per-row,5,"[600,720)",grid,8.0,0.5,4.0,0.20020514722770633,false,150000,84607,0.5640466666666667,0.6076994243206426,2.3776805465404753,6.09518409445268,48.900440863316426,0.015709697698270752,4.0
per-row,5,"[600,720)",grid,8.0,1.0,8.0,0.08803142227012006,false,150000,50328,0.33552,0.6339238792141586,2.319450394178308,5.887543129082109,95.33928395754141,0.025081410266982098,7.999999999999999
per-row,5,"[600,720)",grid,8.0,2.0,16.0,-0.17938324228145341,false,150000,18786,0.12524,0.675656601596018,2.253032089655208,5.455985585491051,95.33928395754141,0.0346050963979649,11.31370849898476
per-row,5,"[600,720)",grid,8.0,4.0,32.0,-1.3754135415435993,true,150000,3226,0.021506666666666667,0.696297783984354,2.2323097322716254,5.072788860929309,95.33928395754141,0.04029630411397972,22.62741699796952
per-row,5,"[600,720)",grid,8.0,8.0,64.0,-7.160480698570202,true,150000,269,0.0017933333333333334,0.7011774930117587,2.2288616979088527,5.009263337047544,126.24238587126787,0.04298901829972344,45.25483399593904
per-row,5,"[600,720)",grid,8.0,16.0,128.0,-40.521168763759285,true,150000,44,0.0002933333333333333,0.705115310383488,2.205059832714593,5.087891311532614,229.13874992178225,0.04588911974725904,90.50966799187808
per-row,5,"[600,720)",published,2.0,5.0,10.0,0.1461660486254437,false,150000,1570,0.010466666666666668,0.6975063197438287,2.228982684796293,5.0688833127614,37.76741990831819,0.010150508116071445,7.071067811865475
per-row,5,"[600,720)",matched,3.0,2.0,6.0,0.23820601068071667,false,150000,18813,0.12542,0.6685803649921833,2.2492892810053964,5.6104610716173875,37.29073008976014,0.012841864019418342,4.242640687119285
per-row,6,"[750,870)",grid,0.5,0.5,0.25,0.09851704355755553,false,150000,84201,0.56134,0.5978497936037381,2.3576612763509583,6.615407516270608,55.94218879126365,0.0009783094008559276,0.25
per-row,6,"[750,870)",grid,0.5,1.0,0.5,0.13606247083030287,false,150000,47868,0.31912,0.6061527540048408,2.3412985886234265,6.614196064467146,55.652635256331756,0.0015431191100826675,0.5
per-row,6,"[750,870)",grid,0.5,2.0,1.0,0.1759541985641525,false,150000,18921,0.12614,0.6291925319756155,2.2916128714639794,6.33702279543993,52.814903355415105,0.0021076178718491506,0.7071067811865475
per-row,6,"[750,870)",grid,0.5,4.0,2.0,0.1979600622179254,false,150000,4354,0.029026666666666666,0.6519511104008441,2.2673839540120095,5.924824068776823,45.21190720327623,0.0024920901497464047,1.414213562373095
per-row,6,"[750,870)",grid,0.5,8.0,4.0,0.17206092509812798,false,150000,451,0.0030066666666666666,0.6609720053118896,2.268684115911829,5.630950467384112,52.74122292963742,0.0026663727401627555,2.82842712474619
per-row,6,"[750,870)",grid,0.5,16.0,8.0,-0.0685352034122162,false,150000,48,0.00032,0.6665168958423748,2.2652971867796565,5.562150789690811,116.76263670656854,0.0028042394259612494,5.65685424949238
per-row,6,"[750,870)",grid,1.0,0.5,0.5,0.13640184891199825,false,150000,84030,0.5602,0.5962842601001354,2.362384296482932,6.6942599101335665,54.60709750809398,0.001960532722660774,0.5
per-row,6,"[750,870)",grid,1.0,1.0,1.0,0.1816169286550744,false,150000,48022,0.3201466666666667,0.6087631930097495,2.324013228164361,6.602974705064531,51.18826164750959,0.0030997371774792015,1.0
per-row,6,"[750,870)",grid,1.0,2.0,2.0,0.22435941724417874,false,150000,18702,0.12468,0.6396910619998533,2.2636835125695813,6.227370578410105,46.09657891774608,0.004246495747015993,1.414213562373095
per-row,6,"[750,870)",grid,1.0,4.0,4.0,0.23256241411338552,false,150000,4001,0.026673333333333334,0.6689667873054349,2.246109478701675,5.6994779825741375,48.89701834912461,0.0050280349661998075,2.82842712474619
per-row,6,"[750,870)",grid,1.0,8.0,8.0,0.10563780834433334,false,150000,393,0.00262,0.6780842910364576,2.2508272036584183,5.411260686034871,104.59009710535184,0.005388255216980242,5.65685424949238
per-row,6,"[750,870)",grid,1.0,16.0,16.0,-0.708603295454374,true,150000,31,0.00020666666666666666,0.6822606438528886,2.238866886674432,5.359049189251724,232.63292465921404,0.005709860374765745,11.31370849898476
per-row,6,"[750,870)",grid,2.0,0.5,1.0,0.1772392421475656,false,150000,84044,0.5602933333333333,0.5954354995531241,2.356283029774395,6.716993975189791,51.13037120620724,0.0039277088680359515,1.0
per-row,6,"[750,870)",grid,2.0,1.0,2.0,0.2164313643020228,false,150000,48343,0.32228666666666667,0.6154999542664604,2.3194143985847706,6.53070434491949,77.6206026927434,0.006221551972467574,2.0
per-row,6,"[750,870)",grid,2.0,2.0,4.0,0.24073939819727264,false,150000,18574,0.12382666666666667,0.6527363046945729,2.2492960012001686,6.1351506381846805,77.6206026927434,0.008565306177621874,2.82842712474619
per-row,6,"[750,870)",grid,2.0,4.0,8.0,0.19073164449889368,false,150000,3718,0.024786666666666665,0.6825984482096921,2.228563347176425,5.487652480647655,80.24501790291845,0.010122285242277863,5.65685424949238
per-row,6,"[750,870)",grid,2.0,8.0,16.0,-0.44928460506067447,true,150000,338,0.0022533333333333333,0.6904718375816967,2.2286853925093206,5.232118188753521,208.28784545678067,0.010869637815920537,11.31370849898476
per-row,6,"[750,870)",grid,2.0,16.0,32.0,-4.036054934575913,true,150000,40,0.0002666666666666667,0.6950698770313513,2.2228244094774654,5.2467531429625,464.3735005645052,0.011671377111531201,22.62741699796952
per-row,6,"[750,870)",grid,4.0,0.5,2.0,0.205439428803312,false,150000,84223,0.5614866666666667,0.5978799290317918,2.3559649996502765,6.649807479089754,77.6206026927434,0.007852650134299945,2.0
per-row,6,"[750,870)",grid,4.0,1.0,4.0,0.20577231363402648,false,150000,48769,0.3251266666666667,0.6191834506711803,2.3055345325698444,6.42498750926852,146.41889951488452,0.012495142735452509,4.0
per-row,6,"[750,870)",grid,4.0,2.0,8.0,0.13641787034343822,false,150000,18470,0.12313333333333333,0.6598973597000897,2.2406565059454073,5.9868062826748885,146.41889951488452,0.017234214752072055,5.65685424949238
per-row,6,"[750,870)",grid,4.0,4.0,16.0,-0.19401268175929087,false,150000,3709,0.024726666666666668,0.688190350222869,2.221301636450569,5.489522548675207,159.59768705191394,0.020313065600954843,11.31370849898476
per-row,6,"[750,870)",grid,4.0,8.0,32.0,-2.3737313842675,true,150000,382,0.0025466666666666667,0.6946936276963696,2.2176431883483203,5.32811480130209,415.6833421596384,0.021961602042036944,22.62741699796952
per-row,6,"[750,870)",grid,4.0,16.0,64.0,-15.402492184708962,true,150000,62,0.0004133333333333333,0.6979770127816336,2.2071978857633727,5.277267169569189,927.8546523750874,0.023799924497243725,45.25483399593904
per-row,6,"[750,870)",grid,8.0,0.5,4.0,0.18035691751445682,false,150000,84429,0.56286,0.6005668188979354,2.3586474978484726,6.536997415044393,146.41889951488452,0.01578438211629603,4.0
per-row,6,"[750,870)",grid,8.0,1.0,8.0,0.007707420276972465,false,150000,49149,0.32766,0.6273331900147272,2.3002388850972424,6.30704554260299,284.01549315916657,0.025106022615689994,8.0
per-row,6,"[750,870)",grid,8.0,2.0,16.0,-0.4438174048876331,true,150000,18471,0.12314,0.6610447470959887,2.242797803785562,5.883634459717308,284.01549315916657,0.034553464334958074,11.31370849898476
per-row,6,"[750,870)",grid,8.0,4.0,32.0,-1.934319240543212,true,150000,4039,0.026926666666666668,0.6754581145799019,2.2230714234367777,5.7333266085238215,318.3030253499051,0.04058261241642679,22.62741699796952
