stream,window,mode,cap,lr,P,w_max,true_blowup,jane_div,crypto_div,new_div_k5,new_div_k10,L_ratio,P_ratio,new_div_k20
synthetic,2,snomd,32.0,1.0,32.0,10.12872416428694,false,true,true,false,false,0.9948530683552265,0.9968484632354503,false
synthetic,2,snomd,0.5,2.0,1.0,1.5342073842150956,false,true,true,false,false,0.9952133288911748,0.9979662493295337,false
synthetic,2,snomd,2.0,2.0,4.0,3.188385350101981,false,true,true,false,false,0.9941165575702566,0.9964607777242389,false
synthetic,2,snomd,8.0,2.0,16.0,6.220648162087813,false,true,true,false,false,0.9943461788983997,0.9964169261791723,false
synthetic,2,snomd,32.0,2.0,64.0,19.124278592413678,false,true,true,false,false,0.995606364864195,0.9973318000673604,false
synthetic,2,snomd,0.5,4.0,2.0,2.3690434727537304,false,true,true,false,false,0.9947059587321383,0.9972538403507247,false
synthetic,2,snomd,2.0,4.0,8.0,5.750192516854912,false,true,true,false,false,0.9932759338459455,0.995179929429939,false
synthetic,2,snomd,8.0,4.0,32.0,14.971408738394516,false,true,true,false,false,0.9966540840270915,0.9991233268196327,false
synthetic,2,snomd,32.0,4.0,128.0,36.58547879574133,false,true,true,false,false,1.0090668673800207,1.0143808794583906,false
synthetic,2,snomd,0.5,8.0,4.0,4.306094626231348,false,true,true,false,false,0.9927463132919568,0.9944403931705705,false
synthetic,2,snomd,2.0,8.0,16.0,11.500385033709826,false,true,true,false,false,0.9880612501317589,0.9876985551900679,false
synthetic,2,snomd,8.0,8.0,64.0,40.554843213826395,false,true,true,false,false,0.97484221292931,0.9683276947312327,false
synthetic,2,snomd,32.0,8.0,256.0,118.01858484877164,false,true,true,false,false,1.0377734973718746,1.0505446552071456,false
synthetic,2,ogd,0.0,0.01,,30.951560143872157,false,true,true,false,false,1.070372013379196,1.0828890653277519,false
synthetic,2,ogd,0.0,0.1,,308.838177952567,false,true,true,false,false,1.2588984729581405,1.3539022624452528,false
synthetic,2,ogd,0.0,1.0,,41624.65482965255,false,true,true,true,true,4422.714078599375,6010.072271765211,true
synthetic,2,ogd,0.0,4.0,,7.493281468761155e+49,true,true,true,true,true,2.529241897880411e+94,3.437230463288183e+94,true
synthetic,2,snomd,1000000000.0,0.01,,4.209857770412551,false,true,true,false,false,1.0343508721850438,1.005434833412293,false
synthetic,2,snomd,1000000000.0,0.1,,41.9926739985277,false,true,true,true,true,4.02021314123073,1.5896058253068754,true
synthetic,2,snomd,1000000000.0,1.0,,409.01807867766314,false,true,true,true,true,35.90003635295405,13.60108870016701,true
synthetic,2,snomd,1000000000.0,4.0,,1053.1204793728675,false,true,true,true,true,4.563467138610716,5.818818177477255,true
