stream,phase,window,mode,cap,lr,w_max,true_blowup,new_div,L_ratio,P_ratio,jane_div,new_div_k5,new_div_k10,new_div_k20
crypto,half,0,snomd,32.0,0.5,0.5440446731497389,false,false,1.0114984550800756,0.9961635534298953,false,false,false,false
crypto,half,0,snomd,0.5,1.0,0.5000000000000001,false,false,1.002420289259665,0.9909334034689485,false,false,false,false
crypto,half,0,snomd,2.0,1.0,0.9999999999999999,false,false,1.0214300255636808,0.992199209162977,false,false,false,false
crypto,half,0,snomd,8.0,1.0,0.9999999999999999,false,false,1.0308235714084815,1.0111378950156622,false,false,false,false
crypto,half,0,snomd,32.0,1.0,0.9999999999999999,false,false,1.0369064290644847,1.0118822170567203,false,false,false,false
crypto,half,0,snomd,0.5,2.0,1.0000000000000002,false,false,1.0145741970063622,0.9931446842799193,false,false,false,false
crypto,half,0,snomd,2.0,2.0,1.9999999999999998,false,false,1.0610747832205938,1.00694062978668,false,false,false,false
crypto,half,0,snomd,8.0,2.0,1.9999999999999998,false,false,1.0922091378457766,1.0505839868986713,false,false,false,false
crypto,half,0,snomd,32.0,2.0,1.9999999999999998,false,false,1.1023012415249331,1.0505423748104326,false,false,false,false
crypto,half,0,snomd,0.5,4.0,2.1448496670298876,false,false,1.0524973241761242,1.0028917238781183,false,false,false,false
crypto,half,0,snomd,2.0,4.0,4.577020425918854,false,false,1.222893989023245,1.04830965001025,false,false,false,false
crypto,half,0,snomd,8.0,4.0,4.577020425918854,false,false,1.2958716878678866,1.1408056597504457,false,false,false,false
crypto,half,0,snomd,32.0,4.0,4.577020425918854,false,false,1.3150865990876923,1.1395922755561028,false,false,false,false
crypto,half,0,snomd,0.5,8.0,4.387333952953982,false,false,1.1728747761497473,1.0343079462020428,false,false,false,false
crypto,half,0,snomd,2.0,8.0,11.23462260547089,false,false,1.8852023736493133,2.4799056905301233,false,false,false,false
crypto,half,0,snomd,8.0,8.0,18.494253800883197,false,true,3.101580964961754,6.0599587787243125,true,true,true,true
crypto,half,0,snomd,32.0,8.0,18.494253800883197,false,true,3.5234531130970095,6.0599587787243125,true,true,true,true
crypto,half,1,snomd,0.5,0.5,0.31971070470139834,false,false,1.0043079608838978,0.9752549539954333,false,false,false,false
crypto,half,1,snomd,2.0,0.5,0.5736152768897265,false,false,1.0199543559569253,0.9857050358072678,false,false,false,false
crypto,half,1,snomd,8.0,0.5,0.9847762858637253,false,false,1.0421713289758712,1.0201125787262693,false,false,false,false
crypto,half,1,snomd,32.0,0.5,0.9847762858637253,false,false,1.0490710857360848,1.0325344689207752,false,false,false,false
crypto,half,1,snomd,0.5,1.0,0.5335516945837857,false,false,1.0154233483747033,0.9778762862292171,false,false,false,false
crypto,half,1,snomd,2.0,1.0,1.1138305720083923,false,false,1.0518858965764308,1.0066418357851987,false,false,false,false
crypto,half,1,snomd,8.0,1.0,1.9918672742140193,false,false,1.1021661021859124,1.085306900358975,false,false,false,false
crypto,half,1,snomd,32.0,1.0,1.9999088299414576,false,false,1.1158853558001756,1.1139952654243361,false,false,false,false
crypto,half,1,snomd,0.5,2.0,1.0625889770722337,false,false,1.0430005774167406,0.9942279875189162,false,false,false,false
crypto,half,1,snomd,2.0,2.0,2.2149882208641904,false,false,1.1382333600994934,1.076435830432628,false,false,false,false
crypto,half,1,snomd,8.0,2.0,4.096537314098462,false,false,1.302129899947267,1.2489244396193255,false,false,false,false
crypto,half,1,snomd,32.0,2.0,5.92905814682007,false,false,1.4568749403249077,1.3261195138352906,false,false,false,false
crypto,half,1,snomd,0.5,4.0,2.0,false,false,1.1091045860053248,1.0407459149561586,false,false,false,false
crypto,half,1,snomd,2.0,4.0,4.751004722784288,false,false,1.3642654512801071,1.2656695417321135,false,false,false,false
crypto,half,1,snomd,8.0,4.0,12.161917681747527,false,true,2.500163187518579,3.2309032803859288,true,true,true,true
crypto,half,1,snomd,32.0,4.0,47.96408609208069,false,true,15.159495382098726,32.13075188288271,true,true,true,true
crypto,half,1,snomd,0.5,8.0,4.0,false,false,1.2439128696610562,1.1461243653314723,false,false,false,false
crypto,half,1,snomd,2.0,8.0,9.090402467901026,false,true,2.1396749234825108,2.075737988526995,true,true,true,true
crypto,half,1,snomd,8.0,8.0,39.810067936949,false,true,10.104074152334181,21.963985221704295,true,true,true,true
crypto,half,1,snomd,32.0,8.0,125.88240099329889,false,true,107.34181566638046,293.7641861924247,true,true,true,true
crypto,half,2,snomd,0.5,0.5,0.2886360183515674,false,false,1.028139750327505,1.0530372646257173,false,false,false,false
crypto,half,2,snomd,2.0,0.5,0.5378973168395341,false,false,1.0492341886789573,1.0563602022354597,false,false,false,false
crypto,half,2,snomd,8.0,0.5,0.7258692316135851,false,false,1.0724499772822067,1.0518278661844416,false,false,false,false
crypto,half,2,snomd,32.0,0.5,0.7330017569432221,false,false,1.0804949420927805,1.0675316171795293,false,false,false,false
crypto,half,2,snomd,0.5,1.0,0.5133661390486248,false,false,1.0482918954432998,1.0726745718703237,false,false,false,false
crypto,half,2,snomd,2.0,1.0,1.0360797856080624,false,false,1.0990439457314434,1.0891626556787173,false,false,false,false
crypto,half,2,snomd,8.0,1.0,1.421431625059117,false,false,1.152997021391765,1.1069169790484452,false,false,false,false
crypto,half,2,snomd,32.0,1.0,1.421431625059117,false,false,1.168962826104917,1.145387201663238,false,false,false,false
crypto,half,2,snomd,0.5,2.0,1.0000000000000002,false,false,1.0897847017520912,1.102686997733748,false,false,false,false
crypto,half,2,snomd,2.0,2.0,2.1109118214521145,false,false,1.2213791207270637,1.1612078949614437,false,false,false,false
crypto,half,2,snomd,8.0,2.0,7.406545898491839,false,false,1.6515131617347938,1.7355598419729505,false,false,false,false
crypto,half,2,snomd,32.0,2.0,16.2960784929651,false,true,2.995967630693519,6.26802189227193,true,true,true,true
crypto,half,2,snomd,0.5,4.0,2.0000000000000004,false,false,1.1794208490564668,1.1614460846166086,false,false,false,false
crypto,half,2,snomd,2.0,4.0,4.135804662815833,false,false,1.5691829223378364,1.3344416389706484,false,false,false,false
crypto,half,2,snomd,8.0,4.0,19.603914082228712,false,true,3.8800778011535537,8.635406656354943,true,true,true,true
crypto,half,2,snomd,32.0,4.0,60.46447818576702,false,true,25.76081967656701,84.4498276737802,true,true,true,true
crypto,half,2,snomd,0.5,8.0,4.000000000000001,false,false,1.4217855032813504,1.267211298134558,false,false,false,false
crypto,half,2,snomd,2.0,8.0,9.968382765827162,false,true,2.8527713459805004,4.119395695015612,true,true,true,true
crypto,half,2,snomd,8.0,8.0,39.2078281644574,false,true,13.861600736964332,40.962857863178925,true,true,true,true
crypto,half,2,snomd,32.0,8.0,128.2667087252034,false,true,137.5122248072615,469.11956038401445,true,true,true,true
synthetic,full,0,snomd,0.5,0.5,1.0634766057212133,false,false,0.9993369789433977,0.9996872540763991,true,false,false,false
synthetic,full,0,snomd,2.0,0.5,1.234718752745233,false,false,0.9993345721174024,0.9996852647957963,true,false,false,false
synthetic,full,0,snomd,8.0,0.5,1.775722479782275,false,false,0.9993238803276118,0.9996683387120584,true,false,false,false
synthetic,full,0,snomd,32.0,0.5,1.808375108104027,false,false,0.9993305915939976,0.9996652409972779,true,false,false,false
synthetic,full,0,snomd,0.5,1.0,1.1810052480166877,false,false,0.9993404576945554,0.9996916942412701,true,false,false,false
synthetic,full,0,snomd,2.0,1.0,1.8145804350493282,false,false,0.9993433422933964,0.999693241902778,true,false,false,false
synthetic,full,0,snomd,8.0,1.0,3.790385567460785,false,false,0.9993280421919188,0.9996648677632163,true,false,false,false
synthetic,full,0,snomd,32.0,1.0,3.790385567460785,false,false,0.9993406664308914,0.9996556498895686,true,false,false,false
synthetic,full,0,snomd,0.5,2.0,1.7063677584599066,false,false,0.9993478295788445,0.9996985556461511,true,false,false,false
synthetic,full,0,snomd,2.0,2.0,3.234185838970054,false,false,0.9993484881074599,0.9996931457757204,true,false,false,false
synthetic,full,0,snomd,8.0,2.0,8.542771411963239,false,false,0.9993210193743639,0.9996363235290419,true,false,false,false
synthetic,full,0,snomd,32.0,2.0,12.545921792261678,false,false,0.9993524502277662,0.9996085427957679,true,false,false,false
synthetic,full,0,snomd,0.5,4.0,2.4763509335985048,false,false,0.9993496360324975,0.999696970131234,true,false,false,false
synthetic,full,0,snomd,2.0,4.0,6.348364308783424,false,false,0.9993394681212558,0.9996678679344553,true,false,false,false
synthetic,full,0,snomd,8.0,4.0,22.07198049106681,false,false,0.9993448800804418,0.999576047552613,true,false,false,false
synthetic,full,0,snomd,32.0,4.0,59.110921513392306,false,false,0.9997063934096143,0.9995328585475626,true,false,false,false
synthetic,full,0,snomd,0.5,8.0,4.488971452183409,false,false,0.9993422713143079,0.9996800826212764,true,false,false,false
synthetic,full,0,snomd,2.0,8.0,12.696728617566848,false,false,0.9993416959094289,0.999625558852948,true,false,false,false
synthetic,full,0,snomd,8.0,8.0,46.1468135728878,false,false,0.9995665753849623,0.9995181093338851,true,false,false,false
synthetic,full,0,snomd,32.0,8.0,123.0993074497125,false,false,1.001985710091826,0.9994900314383824,true,false,false,false
synthetic,full,0,ogd,0.0,0.01,4.645258732162106,false,false,0.9998978640950176,0.9997212685335766,true,false,false,false
synthetic,full,0,ogd,0.0,0.1,39.43247804497069,false,false,1.0053127266086372,1.0033538032963039,true,false,false,false
synthetic,full,0,ogd,0.0,1.0,872.8170701777578,false,false,1.2119721867245146,1.063163339063509,true,false,false,false
synthetic,full,0,ogd,0.0,4.0,3.2960181134636e+36,true,true,4.504272603093026e+66,4.551744166062693e+66,true,true,true,true
synthetic,full,0,snomd,1000000000.0,0.01,0.9776294585172859,false,false,0.9996303244515063,0.9998832995507373,true,false,false,false
synthetic,full,0,snomd,1000000000.0,0.1,6.3840505422272065,false,false,1.0012713265783033,0.9997828583478582,true,false,false,false
synthetic,full,0,snomd,1000000000.0,1.0,56.20232241860785,false,false,1.1469299046094317,1.062241992124916,true,false,false,false
synthetic,full,0,snomd,1000000000.0,4.0,403.40155778110864,false,true,2.360334302376885,1.6849737039197503,true,true,true,true
synthetic,full,1,snomd,0.5,0.5,1.082706263472733,false,false,0.9931853288087404,1.0002057917506935,true,false,false,false
synthetic,full,1,snomd,2.0,0.5,1.2448197761164403,false,false,0.9933501270235577,1.0004329890079053,true,false,false,false
synthetic,full,1,snomd,8.0,0.5,2.367907863381168,false,false,0.9935704796088024,1.0005269187421686,true,false,false,false
synthetic,full,1,snomd,32.0,0.5,4.812055832982047,false,false,0.9943253062249588,1.0010058627944045,true,false,false,false
synthetic,full,1,snomd,0.5,1.0,1.1600275296750922,false,false,0.9932124266776622,1.0002841798528355,true,false,false,false
synthetic,full,1,snomd,2.0,1.0,1.8989938083318587,false,false,0.9934602596236579,1.0005648963539397,true,false,false,false
synthetic,full,1,snomd,8.0,1.0,4.95666828887994,false,false,0.9940464766712805,1.0009266933849639,true,false,false,false
synthetic,full,1,snomd,32.0,1.0,10.47716769077646,false,false,0.9953586162458046,1.0013691179221247,true,false,false,false
synthetic,full,1,snomd,0.5,2.0,1.3931738178502846,false,false,0.9931727200798285,1.0002256477688298,true,false,false,false
synthetic,full,1,snomd,2.0,2.0,3.648556933195538,false,false,0.9936756130865773,1.0007188646931435,true,false,false,false
synthetic,full,1,snomd,8.0,2.0,8.506328424520403,false,false,0.994972175974671,1.0014071983431958,true,false,false,false
synthetic,full,1,snomd,32.0,2.0,26.89074519202218,false,false,0.9986117713853887,1.0021402007494153,true,false,false,false
synthetic,full,1,snomd,0.5,4.0,2.386749069360682,false,false,0.9931876651218836,1.000126339945079,true,false,false,false
synthetic,full,1,snomd,2.0,4.0,7.967137088565359,false,false,0.994265393129183,1.00095713265832,true,false,false,false
synthetic,full,1,snomd,8.0,4.0,20.883676099344118,false,false,0.9979789115234401,1.0021206172810482,true,false,false,false
synthetic,full,1,snomd,32.0,4.0,54.47598820589465,false,false,1.0229306756405299,1.026014808208459,true,false,false,false
synthetic,full,1,snomd,0.5,8.0,4.773498138721364,false,false,0.9934144124984272,1.0001055185103853,true,false,false,false
synthetic,full,1,snomd,2.0,8.0,15.706784454138619,false,false,0.9960630425540314,1.001856919490765,true,false,false,false
synthetic,full,1,snomd,8.0,8.0,50.88719035109275,false,false,1.0087151108749175,1.0050146132572846,true,false,false,false
synthetic,full,1,snomd,32.0,8.0,160.60385375509173,false,false,1.1515383544434905,1.2231926784934906,true,false,false,false
synthetic,full,1,ogd,0.0,0.01,2.230934207431507,false,false,0.996266093108969,1.0033154808492784,true,false,false,false
synthetic,full,1,ogd,0.0,0.1,24.983422400299183,false,false,1.0138932008909716,1.029727469732791,true,false,false,false
synthetic,full,1,ogd,0.0,1.0,253.41505836897156,false,false,1.309322855205211,1.453002206529578,true,false,false,false
synthetic,full,1,ogd,0.0,4.0,2.4822065679587596e+54,true,true,2.7518392954966666e+103,4.356952694541719e+103,true,true,true,true
synthetic,full,1,snomd,1000000000.0,0.01,0.5189493359591332,false,false,0.9964651481375802,1.0004772226511252,true,false,false,false
synthetic,full,1,snomd,1000000000.0,0.1,3.1676432703538335,false,false,1.0000896593487711,1.0071965976375432,true,false,false,false
synthetic,full,1,snomd,1000000000.0,1.0,55.80465158303959,false,false,1.2065032146475376,1.3109164563587594,true,false,false,false
synthetic,full,1,snomd,1000000000.0,4.0,29331973.977006596,true,true,43254542722.148636,10700476835.695206,true,true,true,true
synthetic,full,2,snomd,0.5,0.5,1.116066836581211,false,false,0.9959009930543061,0.9989073300521655,true,false,false,false
synthetic,full,2,snomd,2.0,0.5,1.3720665718459852,false,false,0.9952450529494943,0.9980152062985541,true,false,false,false
synthetic,full,2,snomd,8.0,0.5,2.126170569252803,false,false,0.9950133751556892,0.9975561746128299,true,false,false,false
synthetic,full,2,snomd,32.0,0.5,5.251827356975762,false,false,0.9953028230881809,0.9977110402771192,true,false,false,false
synthetic,full,2,snomd,0.5,1.0,1.1883233502282884,false,false,0.9954935220597513,0.998349188935394,true,false,false,false
synthetic,full,2,snomd,2.0,1.0,2.2152524849749944,false,false,0.9946104976195186,0.9971491654812089,true,false,false,false
synthetic,full,2,snomd,8.0,1.0,3.708530817548635,false,false,0.9942632185387162,0.9964652453970029,true,false,false,false
synthetic,full,2,snomd,32.0,1.0,10.12872416428694,false,false,0.9948530683552265,0.9968484632354503,true,false,false,false
synthetic,full,2,snomd,0.5,2.0,1.5342073842150956,false,false,0.9952133288911748,0.9979662493295337,true,false,false,false
synthetic,full,2,snomd,2.0,2.0,3.188385350101981,false,false,0.9941165575702566,0.9964607777242389,true,false,false,false
synthetic,full,2,snomd,8.0,2.0,6.220648162087813,false,false,0.9943461788983997,0.9964169261791723,true,false,false,false
synthetic,full,2,snomd,32.0,2.0,19.124278592413678,false,false,0.995606364864195,0.9973318000673604,true,false,false,false
synthetic,full,2,snomd,0.5,4.0,2.3690434727537304,false,false,0.9947059587321383,0.9972538403507247,true,false,false,false
synthetic,full,2,snomd,2.0,4.0,5.750192516854912,false,false,0.9932759338459455,0.995179929429939,true,false,false,false
synthetic,full,2,snomd,8.0,4.0,14.971408738394516,false,false,0.9966540840270915,0.9991233268196327,true,false,false,false
synthetic,full,2,snomd,32.0,4.0,36.58547879574133,false,false,1.0090668673800207,1.0143808794583906,true,false,false,false
synthetic,full,2,snomd,0.5,8.0,4.306094626231348,false,false,0.9927463132919568,0.9944403931705705,true,false,false,false
synthetic,full,2,snomd,2.0,8.0,11.500385033709826,false,false,0.9880612501317589,0.9876985551900679,true,false,false,false
synthetic,full,2,snomd,8.0,8.0,40.554843213826395,false,false,0.97484221292931,0.9683276947312327,true,false,false,false
synthetic,full,2,snomd,32.0,8.0,118.01858484877164,false,false,1.0377734973718746,1.0505446552071456,true,false,false,false
synthetic,full,2,ogd,0.0,0.01,30.951560143872157,false,false,1.070372013379196,1.0828890653277519,true,false,false,false
synthetic,full,2,ogd,0.0,0.1,308.838177952567,false,false,1.2588984729581405,1.3539022624452528,true,false,false,false
synthetic,full,2,ogd,0.0,1.0,41624.65482965255,false,true,4422.714078599375,6010.072271765211,true,true,true,true
synthetic,full,2,ogd,0.0,4.0,7.493281468761155e+49,true,true,2.529241897880411e+94,3.437230463288183e+94,true,true,true,true
synthetic,full,2,snomd,1000000000.0,0.01,4.209857770412551,false,false,1.0343508721850438,1.005434833412293,true,false,false,false
synthetic,full,2,snomd,1000000000.0,0.1,41.9926739985277,false,true,4.02021314123073,1.5896058253068754,true,true,true,true
synthetic,full,2,snomd,1000000000.0,1.0,409.01807867766314,false,true,35.90003635295405,13.60108870016701,true,true,true,true
synthetic,full,2,snomd,1000000000.0,4.0,1053.1204793728675,false,true,4.563467138610716,5.818818177477255,true,true,true,true
synthetic,half,0,snomd,0.5,0.5,1.0634766057212133,false,false,0.9773447010006966,0.9954042460631115,true,false,false,false
synthetic,half,0,snomd,2.0,0.5,1.234718752745233,false,false,0.9772177851916305,0.9949258642539801,true,false,false,false
synthetic,half,0,snomd,8.0,0.5,1.775722479782275,false,false,0.9778582452026477,0.9947337147721764,true,false,false,false
synthetic,half,0,snomd,32.0,0.5,1.808375108104027,false,false,0.9788480443925061,0.9946383001526641,true,false,false,false
synthetic,half,0,snomd,0.5,1.0,1.1810052480166877,false,false,0.9771799808261332,0.9951168272881625,true,false,false,false
synthetic,half,0,snomd,2.0,1.0,1.8145804350493282,false,false,0.9772140882174688,0.9945227352798648,true,false,false,false
synthetic,half,0,snomd,8.0,1.0,3.790385567460785,false,false,0.9786095981747397,0.9944714951985273,true,false,false,false
synthetic,half,0,snomd,32.0,1.0,3.790385567460785,false,false,0.9808445881377676,0.9947536465605097,true,false,false,false
synthetic,half,0,snomd,0.5,2.0,1.7063677584599066,false,false,0.9771651288159742,0.9948333256241639,true,false,false,false
synthetic,half,0,snomd,2.0,2.0,3.234185838970054,false,false,0.9775728077723647,0.9942977247912206,true,false,false,false
synthetic,half,0,snomd,8.0,2.0,8.542771411963239,false,false,0.9808691066147671,0.9945909270222312,true,false,false,false
synthetic,half,0,snomd,32.0,2.0,12.545921792261678,false,false,0.987602968246749,0.995488172628657,true,false,false,false
synthetic,half,0,snomd,0.5,4.0,2.4763509335985048,false,false,0.9773352601906924,0.9947223724699797,true,false,false,false
synthetic,half,0,snomd,2.0,4.0,6.348364308783424,false,false,0.9790418831642226,0.9943192779669227,true,false,false,false
synthetic,half,0,snomd,8.0,4.0,22.07198049106681,false,false,0.9912239733587376,0.995170330771296,true,false,false,false
synthetic,half,0,snomd,32.0,4.0,59.110921513392306,false,false,1.04633413418977,0.9972520320831483,true,false,false,false
synthetic,half,0,snomd,0.5,8.0,4.488971452183409,false,false,0.9780487023634623,0.994850787809773,true,false,false,false
synthetic,half,0,snomd,2.0,8.0,12.696728617566848,false,false,0.9840598229433727,0.9943265549472965,true,false,false,false
synthetic,half,0,snomd,8.0,8.0,46.1468135728878,false,false,1.0284088202330144,0.996082900950606,true,false,false,false
synthetic,half,0,snomd,32.0,8.0,123.0993074497125,false,false,1.376691898192792,1.0006429984458027,true,false,false,false
synthetic,half,1,snomd,0.5,0.5,1.082706263472733,false,false,0.9964040324828481,1.0010878486560202,true,false,false,false
synthetic,half,1,snomd,2.0,0.5,1.2448197761164403,false,false,0.9965869193545881,1.0012798392048363,true,false,false,false
synthetic,half,1,snomd,8.0,0.5,2.367907863381168,false,false,0.9968196154720008,1.0013262444627178,true,false,false,false
synthetic,half,1,snomd,32.0,0.5,4.812055832982047,false,false,0.9976147646719195,1.0018087617248381,true,false,false,false
synthetic,half,1,snomd,0.5,1.0,1.1600275296750922,false,false,0.9964330429121865,1.0011618219977811,true,false,false,false
synthetic,half,1,snomd,2.0,1.0,1.8989938083318587,false,false,0.996733784062706,1.0013732866111609,true,false,false,false
synthetic,half,1,snomd,8.0,1.0,4.95666828887994,false,false,0.997374115996606,1.0016805658124008,true,false,false,false
synthetic,half,1,snomd,32.0,1.0,10.47716769077646,false,false,0.9987002503358369,1.002162838231098,true,false,false,false
synthetic,half,1,snomd,0.5,2.0,1.3931738178502846,false,false,0.9963751055064701,1.0010863202850637,true,false,false,false
synthetic,half,1,snomd,2.0,2.0,3.648556933195538,false,false,0.9970095077694703,1.0014854923953693,true,false,false,false
synthetic,half,1,snomd,8.0,2.0,8.506328424520403,false,false,0.9984314595340261,1.0021562377656,true,false,false,false
synthetic,half,1,snomd,32.0,2.0,26.89074519202218,false,false,1.002499445898925,1.0056647737258493,true,false,false,false
synthetic,half,1,snomd,0.5,4.0,2.386749069360682,false,false,0.9963612622568063,1.000967852382009,true,false,false,false
synthetic,half,1,snomd,2.0,4.0,7.967137088565359,false,false,0.9977243378158527,1.0017070265141717,true,false,false,false
synthetic,half,1,snomd,8.0,4.0,20.883676099344118,false,false,1.002066369121544,1.0056906949025088,true,false,false,false
synthetic,half,1,snomd,32.0,4.0,54.47598820589465,false,false,1.034087272965008,1.0416719248221589,true,false,false,false
synthetic,half,1,snomd,0.5,8.0,4.773498138721364,false,false,0.9965764207908728,1.0009058211883115,true,false,false,false
synthetic,half,1,snomd,2.0,8.0,15.706784454138619,false,false,0.9998486590222936,1.003346682462222,true,false,false,false
synthetic,half,1,snomd,8.0,8.0,50.88719035109275,false,false,1.0155443905326171,1.0201159439259915,true,false,false,false
synthetic,half,1,snomd,32.0,8.0,160.60385375509173,false,false,1.2045699700621975,1.2431263140593265,true,false,false,false
synthetic,half,2,snomd,0.5,0.5,1.116066836581211,false,false,0.9973617559057645,0.9992949305172273,true,false,false,false
synthetic,half,2,snomd,2.0,0.5,1.3720665718459852,false,false,0.9966041704240723,0.998395331978073,true,false,false,false
synthetic,half,2,snomd,8.0,0.5,2.126170569252803,false,false,0.9962820381228543,0.997923511630503,true,false,false,false
synthetic,half,2,snomd,32.0,0.5,5.251827356975762,false,false,0.9964899840271786,0.9980741247757334,true,false,false,false
synthetic,half,2,snomd,0.5,1.0,1.1883233502282884,false,false,0.9968921969898676,0.9987349784527385,true,false,false,false
synthetic,half,2,snomd,2.0,1.0,2.2152524849749944,false,false,0.9958673549307409,0.9975251019748888,true,false,false,false
synthetic,half,2,snomd,8.0,1.0,3.708530817548635,false,false,0.9953751869865783,0.9968234363633256,true,false,false,false
synthetic,half,2,snomd,32.0,1.0,10.12872416428694,false,false,0.9958346927596988,0.9972004618311145,true,false,false,false
synthetic,half,2,snomd,0.5,2.0,1.5342073842150956,false,false,0.9965578853979141,0.9983490481202894,true,false,false,false
synthetic,half,2,snomd,2.0,2.0,3.188385350101981,false,false,0.995284269233805,0.996828712133451,true,false,false,false
synthetic,half,2,snomd,8.0,2.0,6.220648162087813,false,false,0.9953641164618733,0.9967677634737714,true,false,false,false
synthetic,half,2,snomd,32.0,2.0,19.124278592413678,false,false,0.9964111064118921,0.9976726017228594,true,false,false,false
synthetic,half,2,snomd,0.5,4.0,2.3690434727537304,false,false,0.995966585097369,0.9976285704515735,true,false,false,false
synthetic,half,2,snomd,2.0,4.0,5.750192516854912,false,false,0.9942839026948663,0.9955490709642068,true,false,false,false
synthetic,half,2,snomd,8.0,4.0,14.971408738394516,false,false,0.9977515566507392,0.9994308501018121,true,false,false,false
synthetic,half,2,snomd,32.0,4.0,36.58547879574133,false,false,1.0110069712675442,1.0147036470799158,true,false,false,false
synthetic,half,2,snomd,0.5,8.0,4.306094626231348,false,false,0.9937278854969076,0.99480465454344,true,false,false,false
synthetic,half,2,snomd,2.0,8.0,11.500385033709826,false,false,0.9882598078909889,0.9879853369302936,true,false,false,false
synthetic,half,2,snomd,8.0,8.0,40.554843213826395,false,false,0.9727942318085527,0.9684153502880958,true,false,false,false
synthetic,half,2,snomd,32.0,8.0,118.01858484877164,false,false,1.0421900122048255,1.0507957187839925,true,false,false,false
